Nº documento;Fe.contabilización;Hora de entrada
3200004202;14/04/2015;8:58:25
3200004202;14/04/2015;8:58:25
3200004202;14/04/2015;8:58:25
3200004202;14/04/2015;8:58:25
3200004202;14/04/2015;8:58:25
3200004202;14/04/2015;8:58:25
3200004202;14/04/2015;8:58:25
3200004202;14/04/2015;8:58:25
3200003765;06/04/2015;8:58:37
3200006119;23/05/2014;8:58:39
3200002051;26/02/2015;8:58:40
3200002051;26/02/2015;8:58:40
3200002051;26/02/2015;8:58:40
3200002051;26/02/2015;8:58:40
3200011779;13/10/2015;8:58:48
3200011779;13/10/2015;8:58:48
3200013885;04/11/2014;8:58:49
3200013885;04/11/2014;8:58:49
3200013885;04/11/2014;8:58:49
3200013885;04/11/2014;8:58:49
3200013885;04/11/2014;8:58:49
3200013885;04/11/2014;8:58:49
3200013885;04/11/2014;8:58:49
3200013885;04/11/2014;8:58:49
3200013885;04/11/2014;8:58:49
3200013885;04/11/2014;8:58:49
3200000138;09/01/2014;8:58:51
3200001773;23/02/2015;8:58:52
3200001773;23/02/2015;8:58:52
3200001773;23/02/2015;8:58:52
3200001773;23/02/2015;8:58:52
3200001773;23/02/2015;8:58:52
3200001773;23/02/2015;8:58:52
3200001773;23/02/2015;8:58:52
3200001773;23/02/2015;8:58:52
3200001773;23/02/2015;8:58:52
3200001773;23/02/2015;8:58:52
3200001773;23/02/2015;8:58:52
3200001773;23/02/2015;8:58:52
3200001773;23/02/2015;8:58:52
3200001773;23/02/2015;8:58:52
3200001773;23/02/2015;8:58:52
3200001773;23/02/2015;8:58:52
3200001773;23/02/2015;8:58:52
3200001773;23/02/2015;8:58:52
3200001773;23/02/2015;8:58:52
3200001773;23/02/2015;8:58:52
3200001773;23/02/2015;8:58:52
3200001773;23/02/2015;8:58:52
3200001773;23/02/2015;8:58:52
3200001773;23/02/2015;8:58:52
3200001773;23/02/2015;8:58:52
3200001773;23/02/2015;8:58:52
3200001773;23/02/2015;8:58:52
3200002716;13/03/2015;8:58:54
3200006567;11/06/2015;8:58:55
3200006567;11/06/2015;8:58:55
3200006567;11/06/2015;8:58:55
3200006567;11/06/2015;8:58:55
3200005828;22/05/2014;8:59:01
3200003486;27/03/2015;8:59:06
3200003486;27/03/2015;8:59:06
3200005483;20/05/2014;8:59:08
3200015686;17/12/2014;8:59:10
3200015686;17/12/2014;8:59:10
3200007284;09/06/2014;8:59:11
3200002440;09/03/2015;8:59:13
3200002440;09/03/2015;8:59:13
3200000324;17/01/2014;8:59:14
3200000324;17/01/2014;8:59:14
3200000324;17/01/2014;8:59:14
3200002895;17/03/2015;8:59:14
3200006635;28/05/2014;8:59:16
3000029766;06/06/2014;8:59:16
3000049372;25/09/2014;8:59:16
3200006635;28/05/2014;8:59:16
3200004449;20/04/2015;8:59:19
3200004449;20/04/2015;8:59:19
3200004449;20/04/2015;8:59:19
3200012829;05/11/2015;8:59:24
3200009811;04/08/2014;8:59:26
3200003205;27/03/2014;8:59:26
3200009811;04/08/2014;8:59:26
3200006517;27/05/2014;8:59:27
3200006517;27/05/2014;8:59:27
3200006517;27/05/2014;8:59:27
3200004823;28/04/2015;8:59:29
3200004823;28/04/2015;8:59:29
3200013680;23/11/2015;8:59:32
3200003206;27/03/2014;8:59:37
3200005513;18/05/2015;8:59:37
3200005513;18/05/2015;8:59:37
3200005513;18/05/2015;8:59:37
3200005513;18/05/2015;8:59:37
3200005513;18/05/2015;8:59:37
3200005513;18/05/2015;8:59:37
3200005513;18/05/2015;8:59:37
3200005513;18/05/2015;8:59:37
3200005513;18/05/2015;8:59:37
3200005513;18/05/2015;8:59:37
3200005484;20/05/2014;8:59:42
3200007285;09/06/2014;8:59:45
3200007285;09/06/2014;8:59:45
3200015211;08/12/2014;8:59:45
3200015211;08/12/2014;8:59:45
3200015211;08/12/2014;8:59:45
3200015211;08/12/2014;8:59:45
3200015211;08/12/2014;8:59:45
3200015211;08/12/2014;8:59:45
3200014137;08/11/2014;8:59:50
3200014137;08/11/2014;8:59:50
3200014137;08/11/2014;8:59:50
3200014137;08/11/2014;8:59:50
3200014137;08/11/2014;8:59:50
3200014137;08/11/2014;8:59:50
3200014137;08/11/2014;8:59:50
3200014137;08/11/2014;8:59:50
3200014137;08/11/2014;8:59:50
3200014137;08/11/2014;8:59:50
3200013513;18/11/2015;8:59:50
3200015687;17/12/2014;8:59:50
3200015687;17/12/2014;8:59:50
3200001774;23/02/2015;8:59:54
3200001774;23/02/2015;8:59:54
3200001774;23/02/2015;8:59:54
3200001774;23/02/2015;8:59:54
3200001774;23/02/2015;8:59:54
3200001774;23/02/2015;8:59:54
3000068937;17/12/2014;8:59:59
3200003487;27/03/2015;9:00:01
3200003487;27/03/2015;9:00:01
3200003487;27/03/2015;9:00:01
3200002717;13/03/2015;9:00:03
3200006121;23/05/2014;9:00:03
3200006568;11/06/2015;9:00:03
3200002717;13/03/2015;9:00:03
3200002717;13/03/2015;9:00:03
3200006568;11/06/2015;9:00:03
3200006568;11/06/2015;9:00:03
3200013199;12/11/2015;9:00:03
3200012958;09/11/2015;9:00:07
3200012958;09/11/2015;9:00:07
3200012958;09/11/2015;9:00:07
3200012958;09/11/2015;9:00:07
3200012958;09/11/2015;9:00:07
3200003767;06/04/2015;9:00:10
3200002441;09/03/2015;9:00:11
3200002441;09/03/2015;9:00:11
3200000177;10/01/2014;9:00:11
3200000177;10/01/2014;9:00:11
3200000177;10/01/2014;9:00:11
3200009366;14/08/2015;9:00:13
3200009366;14/08/2015;9:00:13
3200009366;14/08/2015;9:00:13
3200009366;14/08/2015;9:00:13
3200005829;22/05/2014;9:00:17
3200012268;22/10/2015;9:00:21
3200000800;31/01/2014;9:00:23
3200006941;03/06/2014;9:00:24
3200006941;03/06/2014;9:00:24
3200006941;03/06/2014;9:00:24
3200006941;03/06/2014;9:00:24
3200006941;03/06/2014;9:00:24
3200006941;03/06/2014;9:00:24
3200006941;03/06/2014;9:00:24
3200006941;03/06/2014;9:00:24
3200006941;03/06/2014;9:00:24
3200009662;30/07/2014;9:00:27
3200014317;07/12/2015;9:00:28
3200004450;20/04/2015;9:00:29
3200004450;20/04/2015;9:00:29
3200004450;20/04/2015;9:00:29
3200004450;20/04/2015;9:00:29
3200004450;20/04/2015;9:00:29
3200004450;20/04/2015;9:00:29
3200004450;20/04/2015;9:00:29
3200015688;17/12/2014;9:00:30
3200005993;28/05/2015;9:00:31
3200007286;09/06/2014;9:00:34
3200005485;20/05/2014;9:00:36
3200015212;08/12/2014;9:00:39
3200000391;21/01/2015;9:00:43
3200000391;21/01/2015;9:00:43
3200000391;21/01/2015;9:00:43
3200000391;21/01/2015;9:00:43
3200000391;21/01/2015;9:00:43
3200000391;21/01/2015;9:00:43
3200000391;21/01/2015;9:00:43
3200000391;21/01/2015;9:00:43
3200000391;21/01/2015;9:00:43
3200000391;21/01/2015;9:00:43
3200000391;21/01/2015;9:00:43
3200000391;21/01/2015;9:00:43
3200000391;21/01/2015;9:00:43
3200000391;21/01/2015;9:00:43
3200000391;21/01/2015;9:00:43
3200000391;21/01/2015;9:00:43
3200000391;21/01/2015;9:00:43
3200000391;21/01/2015;9:00:43
3200000391;21/01/2015;9:00:43
3200000391;21/01/2015;9:00:43
3200000391;21/01/2015;9:00:43
3200000391;21/01/2015;9:00:43
3200000391;21/01/2015;9:00:43
3200000391;21/01/2015;9:00:43
3200000391;21/01/2015;9:00:43
3200000391;21/01/2015;9:00:43
3200000391;21/01/2015;9:00:43
3200000391;21/01/2015;9:00:43
3200000391;21/01/2015;9:00:43
3200000391;21/01/2015;9:00:43
3200000391;21/01/2015;9:00:43
3200013064;11/11/2015;9:00:44
3200013064;11/11/2015;9:00:44
3200013064;11/11/2015;9:00:44
3200013064;11/11/2015;9:00:44
3200013064;11/11/2015;9:00:44
3200013064;11/11/2015;9:00:44
3200013064;11/11/2015;9:00:44
3200013064;11/11/2015;9:00:44
3200013064;11/11/2015;9:00:44
3200013064;11/11/2015;9:00:44
3200000325;17/01/2014;9:00:47
3200000325;17/01/2014;9:00:47
3200000325;17/01/2014;9:00:47
3200000325;17/01/2014;9:00:47
3200000325;17/01/2014;9:00:47
3200000325;17/01/2014;9:00:47
3200000325;17/01/2014;9:00:47
3200000325;17/01/2014;9:00:47
3200006518;27/05/2014;9:00:53
3200006518;27/05/2014;9:00:53
3200006518;27/05/2014;9:00:53
3200009812;04/08/2014;9:00:55
3200009812;04/08/2014;9:00:55
3200009812;04/08/2014;9:00:55
3200009812;04/08/2014;9:00:55
3200009812;04/08/2014;9:00:55
3200009812;04/08/2014;9:00:55
3200002896;17/03/2015;9:00:59
3000047574;07/10/2015;9:01:01
3000042292;09/09/2015;9:01:02
3200006636;28/05/2014;9:01:03
3200006636;28/05/2014;9:01:03
3200002718;13/03/2015;9:01:05
3200002718;13/03/2015;9:01:05
3200002718;13/03/2015;9:01:05
3200006122;23/05/2014;9:01:08
3200003768;06/04/2015;9:01:12
3200003768;06/04/2015;9:01:12
3200003768;06/04/2015;9:01:12
3200014842;15/12/2015;9:01:16
3200014842;15/12/2015;9:01:16
3200014842;15/12/2015;9:01:16
3200003488;27/03/2015;9:01:18
3200003488;27/03/2015;9:01:18
3200000801;31/01/2014;9:01:25
3200002442;09/03/2015;9:01:25
3200004451;20/04/2015;9:01:25
3200002442;09/03/2015;9:01:25
3200002442;09/03/2015;9:01:25
3200004451;20/04/2015;9:01:25
3200004451;20/04/2015;9:01:25
3200005830;22/05/2014;9:01:31
3200010197;03/09/2015;9:01:34
3200010197;03/09/2015;9:01:34
3200010197;03/09/2015;9:01:34
3200010197;03/09/2015;9:01:34
3200010197;03/09/2015;9:01:34
3200010197;03/09/2015;9:01:34
3200010197;03/09/2015;9:01:34
3200010197;03/09/2015;9:01:34
3200010197;03/09/2015;9:01:34
3200013735;29/10/2014;9:01:36
3200003207;27/03/2014;9:01:37
3200014138;08/11/2014;9:01:38
3200014138;08/11/2014;9:01:38
3200014138;08/11/2014;9:01:38
3200014138;08/11/2014;9:01:38
3200014138;08/11/2014;9:01:38
3200014138;08/11/2014;9:01:38
3200014138;08/11/2014;9:01:38
3200014138;08/11/2014;9:01:38
3200014138;08/11/2014;9:01:38
3200014138;08/11/2014;9:01:38
3200014138;08/11/2014;9:01:38
3200014138;08/11/2014;9:01:38
3200000178;10/01/2014;9:01:38
3200002897;17/03/2015;9:01:39
3200005486;20/05/2014;9:01:42
3200007287;09/06/2014;9:01:42
3200014754;14/12/2015;9:01:42
3200007287;09/06/2014;9:01:42
3200014318;07/12/2015;9:01:42
3200014318;07/12/2015;9:01:42
3200014318;07/12/2015;9:01:42
3200006637;28/05/2014;9:01:51
3200006637;28/05/2014;9:01:51
3200009813;04/08/2014;9:01:54
3200013065;11/11/2015;9:01:54
3200009813;04/08/2014;9:01:54
3200000022;03/01/2014;9:02:01
3200000022;03/01/2014;9:02:01
3200002719;13/03/2015;9:02:02
3200013200;12/11/2015;9:02:04
3200013200;12/11/2015;9:02:04
3200013200;12/11/2015;9:02:04
3200013200;12/11/2015;9:02:04
3000049373;25/09/2014;9:02:06
3200012959;09/11/2015;9:02:11
3200012959;09/11/2015;9:02:11
3200012959;09/11/2015;9:02:11
3200012959;09/11/2015;9:02:11
3200012959;09/11/2015;9:02:11
3200007288;09/06/2014;9:02:12
3200007288;09/06/2014;9:02:12
3200012468;26/10/2015;9:02:13
3200012468;26/10/2015;9:02:13
3200006123;23/05/2014;9:02:14
3200003769;06/04/2015;9:02:17
3200004452;20/04/2015;9:02:18
3200013514;18/11/2015;9:02:25
3200003489;27/03/2015;9:02:26
3200005831;22/05/2014;9:02:26
3200003489;27/03/2015;9:02:26
3200003489;27/03/2015;9:02:26
3000055144;26/11/2015;9:02:27
3200002443;09/03/2015;9:02:28
3200002443;09/03/2015;9:02:28
3200002443;09/03/2015;9:02:28
3200002443;09/03/2015;9:02:28
3200014139;08/11/2014;9:02:29
3200014139;08/11/2014;9:02:29
3200014139;08/11/2014;9:02:29
3200014139;08/11/2014;9:02:29
3200014139;08/11/2014;9:02:29
3200014139;08/11/2014;9:02:29
3200014139;08/11/2014;9:02:29
3200014139;08/11/2014;9:02:29
3200014139;08/11/2014;9:02:29
3200014139;08/11/2014;9:02:29
3200014139;08/11/2014;9:02:29
3200002285;12/03/2014;9:02:32
3200011967;16/10/2015;9:02:36
3000050609;04/11/2015;9:02:36
3200014843;15/12/2015;9:02:38
3200015603;16/12/2014;9:02:39
3200015603;16/12/2014;9:02:39
3200015603;16/12/2014;9:02:39
3200015603;16/12/2014;9:02:39
3200013681;23/11/2015;9:02:40
3000042779;11/09/2015;9:02:42
3200006942;03/06/2014;9:02:42
3200011781;13/10/2015;9:02:44
3000013515;21/03/2014;9:02:45
3200003209;27/03/2014;9:02:46
3200009814;04/08/2014;9:02:55
3200009814;04/08/2014;9:02:55
3200009814;04/08/2014;9:02:55
3200009814;04/08/2014;9:02:55
3200000802;31/01/2014;9:02:57
3200007080;22/06/2015;9:02:57
3200000802;31/01/2014;9:02:57
3200000802;31/01/2014;9:02:57
3200007080;22/06/2015;9:02:57
3200007080;22/06/2015;9:02:57
3200007080;22/06/2015;9:02:57
3200007080;22/06/2015;9:02:57
3200007080;22/06/2015;9:02:57
3200000326;17/01/2014;9:02:58
3200014140;08/11/2014;9:02:59
3200014140;08/11/2014;9:02:59
3200014140;08/11/2014;9:02:59
3200014140;08/11/2014;9:02:59
3200014140;08/11/2014;9:02:59
3200006638;28/05/2014;9:03:02
3200010198;03/09/2015;9:03:02
3200010198;03/09/2015;9:03:02
3200010198;03/09/2015;9:03:02
3200010198;03/09/2015;9:03:02
3200010198;03/09/2015;9:03:02
3200006638;28/05/2014;9:03:02
3200002720;13/03/2015;9:03:04
3200002720;13/03/2015;9:03:04
3200002720;13/03/2015;9:03:04
3200000179;10/01/2014;9:03:05
3200009367;14/08/2015;9:03:06
3200009367;14/08/2015;9:03:06
3200009367;14/08/2015;9:03:06
3200013736;29/10/2014;9:03:10
3200014432;17/11/2014;9:03:11
3200014432;17/11/2014;9:03:11
3200014432;17/11/2014;9:03:11
3200014432;17/11/2014;9:03:11
3200014432;17/11/2014;9:03:11
3200014432;17/11/2014;9:03:11
3200013724;24/11/2015;9:03:12
3200013724;24/11/2015;9:03:12
3200013724;24/11/2015;9:03:12
3200013724;24/11/2015;9:03:12
3200013724;24/11/2015;9:03:12
3200013067;11/11/2015;9:03:13
3200013067;11/11/2015;9:03:13
3200013067;11/11/2015;9:03:13
3200013067;11/11/2015;9:03:13
3200013067;11/11/2015;9:03:13
3200013067;11/11/2015;9:03:13
3200014680;11/12/2015;9:03:13
3200000327;17/01/2014;9:03:14
3200007289;09/06/2014;9:03:14
3200007289;09/06/2014;9:03:14
3200000327;17/01/2014;9:03:14
3200000327;17/01/2014;9:03:14
3200000327;17/01/2014;9:03:14
3200000327;17/01/2014;9:03:14
3200000327;17/01/2014;9:03:14
3200000327;17/01/2014;9:03:14
3200000327;17/01/2014;9:03:14
3200006124;23/05/2014;9:03:17
3200004453;20/04/2015;9:03:18
3200005487;20/05/2014;9:03:19
3200010385;08/09/2015;9:03:19
3200014844;15/12/2015;9:03:19
3200014844;15/12/2015;9:03:19
3200014844;15/12/2015;9:03:19
3200015114;21/12/2015;9:03:22
3000049374;25/09/2014;9:03:23
3200012197;25/09/2014;9:03:24
3200012197;25/09/2014;9:03:24
3000042780;11/09/2015;9:03:26
3200003490;27/03/2015;9:03:28
3200003490;27/03/2015;9:03:28
3200003490;27/03/2015;9:03:28
3200004106;13/04/2015;9:03:31
3200004106;13/04/2015;9:03:31
3200000051;08/01/2015;9:03:34
3200000051;08/01/2015;9:03:34
3200000051;08/01/2015;9:03:34
3200000051;08/01/2015;9:03:34
3200000051;08/01/2015;9:03:34
3200000051;08/01/2015;9:03:34
3200000051;08/01/2015;9:03:34
3200000051;08/01/2015;9:03:34
3200000051;08/01/2015;9:03:34
3200000051;08/01/2015;9:03:34
3200000051;08/01/2015;9:03:34
3200000051;08/01/2015;9:03:34
3200000051;08/01/2015;9:03:34
3200000051;08/01/2015;9:03:34
3200000051;08/01/2015;9:03:34
3200000051;08/01/2015;9:03:34
3200003770;06/04/2015;9:03:37
3200012269;22/10/2015;9:03:37
3200012269;22/10/2015;9:03:37
3200012269;22/10/2015;9:03:37
3200012269;22/10/2015;9:03:37
3200012269;22/10/2015;9:03:37
3200012269;22/10/2015;9:03:37
3200012269;22/10/2015;9:03:37
3200012269;22/10/2015;9:03:37
3200012269;22/10/2015;9:03:37
3200012269;22/10/2015;9:03:37
3200003770;06/04/2015;9:03:37
3200003770;06/04/2015;9:03:37
3200005832;22/05/2014;9:03:46
3200002287;12/03/2014;9:03:46
3200002287;12/03/2014;9:03:46
3200006944;03/06/2014;9:03:53
3200006944;03/06/2014;9:03:53
3200006944;03/06/2014;9:03:53
3200006944;03/06/2014;9:03:53
3200006944;03/06/2014;9:03:53
3200006944;03/06/2014;9:03:53
3200006944;03/06/2014;9:03:53
3200006944;03/06/2014;9:03:53
3200014141;08/11/2014;9:03:55
3200014141;08/11/2014;9:03:55
3000037297;07/08/2015;9:03:59
3200013823;25/11/2015;9:04:00
3200013823;25/11/2015;9:04:00
3200013823;25/11/2015;9:04:00
3200004107;13/04/2015;9:04:07
3200004107;13/04/2015;9:04:07
3200009815;04/08/2014;9:04:09
3200009815;04/08/2014;9:04:09
3200009815;04/08/2014;9:04:09
3200009815;04/08/2014;9:04:09
3200009815;04/08/2014;9:04:09
3200012960;09/11/2015;9:04:11
3200012960;09/11/2015;9:04:11
3200012960;09/11/2015;9:04:11
3200015689;17/12/2014;9:04:14
3200013737;29/10/2014;9:04:17
3200013737;29/10/2014;9:04:17
3200006125;23/05/2014;9:04:18
3200011489;02/10/2015;9:04:20
3200011489;02/10/2015;9:04:20
3200011489;02/10/2015;9:04:20
3200000803;31/01/2014;9:04:21
3200004454;20/04/2015;9:04:21
3200000803;31/01/2014;9:04:21
3200000803;31/01/2014;9:04:21
3200000803;31/01/2014;9:04:21
3200000803;31/01/2014;9:04:21
3200002444;09/03/2015;9:04:25
3200002444;09/03/2015;9:04:25
3200002444;09/03/2015;9:04:25
3200002444;09/03/2015;9:04:25
3200002444;09/03/2015;9:04:25
3200002444;09/03/2015;9:04:25
3200000668;28/01/2014;9:04:27
3200000668;28/01/2014;9:04:27
3200000668;28/01/2014;9:04:27
3200000668;28/01/2014;9:04:27
3200000668;28/01/2014;9:04:27
3200000668;28/01/2014;9:04:27
3200000668;28/01/2014;9:04:27
3200000668;28/01/2014;9:04:27
3200000668;28/01/2014;9:04:27
3200014845;15/12/2015;9:04:28
3200014845;15/12/2015;9:04:28
3000042034;14/08/2014;9:04:29
3000042034;14/08/2014;9:04:29
3200000392;21/01/2015;9:04:31
3200000392;21/01/2015;9:04:31
3200000392;21/01/2015;9:04:31
3200000392;21/01/2015;9:04:31
3200000392;21/01/2015;9:04:31
3200000392;21/01/2015;9:04:31
3200000392;21/01/2015;9:04:31
3200000392;21/01/2015;9:04:31
3200003491;27/03/2015;9:04:32
3200007290;09/06/2014;9:04:34
3200007290;09/06/2014;9:04:34
3200012469;26/10/2015;9:04:36
3200012469;26/10/2015;9:04:36
3200012469;26/10/2015;9:04:36
3200012469;26/10/2015;9:04:36
3200012469;26/10/2015;9:04:36
3200012469;26/10/2015;9:04:36
3200012469;26/10/2015;9:04:36
3200012469;26/10/2015;9:04:36
3200012469;26/10/2015;9:04:36
3200012469;26/10/2015;9:04:36
3200012469;26/10/2015;9:04:36
3200012469;26/10/2015;9:04:36
3200012469;26/10/2015;9:04:36
3200000180;10/01/2014;9:04:39
3200006639;28/05/2014;9:04:42
3200006639;28/05/2014;9:04:42
3200006639;28/05/2014;9:04:42
3200006639;28/05/2014;9:04:42
3200006639;28/05/2014;9:04:42
3200006639;28/05/2014;9:04:42
3200000328;17/01/2014;9:04:43
3200000328;17/01/2014;9:04:43
3200007081;22/06/2015;9:04:44
3200007081;22/06/2015;9:04:44
3200007081;22/06/2015;9:04:44
3200007081;22/06/2015;9:04:44
3200007081;22/06/2015;9:04:44
3200007081;22/06/2015;9:04:44
3200002721;13/03/2015;9:04:45
3200002721;13/03/2015;9:04:45
3200002721;13/03/2015;9:04:45
3200002721;13/03/2015;9:04:45
3200002721;13/03/2015;9:04:45
3200014142;08/11/2014;9:04:48
3200014142;08/11/2014;9:04:48
3200014142;08/11/2014;9:04:48
3200014142;08/11/2014;9:04:48
3200003771;06/04/2015;9:04:49
3200003771;06/04/2015;9:04:49
3200003771;06/04/2015;9:04:49
3000037298;07/08/2015;9:04:51
3200005488;20/05/2014;9:04:54
3000013516;21/03/2014;9:04:54
3000049375;25/09/2014;9:04:55
3200015690;17/12/2014;9:04:59
3200004108;13/04/2015;9:05:03
3200004108;13/04/2015;9:05:03
3200014210;04/12/2015;9:05:04
3200014210;04/12/2015;9:05:04
3200014210;04/12/2015;9:05:04
3200014210;04/12/2015;9:05:04
3200002446;14/03/2014;9:05:05
3200002446;14/03/2014;9:05:05
3200009664;30/07/2014;9:05:09
3200010199;03/09/2015;9:05:11
3200010199;03/09/2015;9:05:11
3200010199;03/09/2015;9:05:11
3200010199;03/09/2015;9:05:11
3200010199;03/09/2015;9:05:11
3200010199;03/09/2015;9:05:11
3200010199;03/09/2015;9:05:11
3200010199;03/09/2015;9:05:11
3200010199;03/09/2015;9:05:11
3200010199;03/09/2015;9:05:11
3200010199;03/09/2015;9:05:11
3200010199;03/09/2015;9:05:11
3200010199;03/09/2015;9:05:11
3200010199;03/09/2015;9:05:11
3200005489;20/05/2014;9:05:14
3200007741;08/07/2015;9:05:14
3200007741;08/07/2015;9:05:14
3200007741;08/07/2015;9:05:14
3200007741;08/07/2015;9:05:14
3200007741;08/07/2015;9:05:14
3200007741;08/07/2015;9:05:14
3200007741;08/07/2015;9:05:14
3200007741;08/07/2015;9:05:14
3200007741;08/07/2015;9:05:14
3200007741;08/07/2015;9:05:14
3200007741;08/07/2015;9:05:14
3200007741;08/07/2015;9:05:14
3200007741;08/07/2015;9:05:14
3200007741;08/07/2015;9:05:14
3200007741;08/07/2015;9:05:14
3200007741;08/07/2015;9:05:14
3200007741;08/07/2015;9:05:14
3200007741;08/07/2015;9:05:14
3200007741;08/07/2015;9:05:14
3200007741;08/07/2015;9:05:14
3200000804;31/01/2014;9:05:16
3200006569;11/06/2015;9:05:16
3200006569;11/06/2015;9:05:16
3200006569;11/06/2015;9:05:16
3200006569;11/06/2015;9:05:16
3200006569;11/06/2015;9:05:16
3200006569;11/06/2015;9:05:16
3200006569;11/06/2015;9:05:16
3200006569;11/06/2015;9:05:16
3200006569;11/06/2015;9:05:16
3200015293;31/12/2015;9:05:16
3200006126;23/05/2014;9:05:20
3200001034;05/02/2015;9:05:20
3200001775;23/02/2015;9:05:23
3200001775;23/02/2015;9:05:23
3200001775;23/02/2015;9:05:23
3200001775;23/02/2015;9:05:23
3200001775;23/02/2015;9:05:23
3200006640;28/05/2014;9:05:26
3000022062;22/05/2015;9:05:26
3200006640;28/05/2014;9:05:26
3200011784;13/10/2015;9:05:27
3200003210;27/03/2014;9:05:30
3200003210;27/03/2014;9:05:30
3200003210;27/03/2014;9:05:30
3200003210;27/03/2014;9:05:30
3200003210;27/03/2014;9:05:30
3200003210;27/03/2014;9:05:30
3200003210;27/03/2014;9:05:30
3200009816;04/08/2014;9:05:32
3200013738;29/10/2014;9:05:33
3200008041;14/07/2015;9:05:36
3200014015;06/11/2014;9:05:41
3200014015;06/11/2014;9:05:41
3200014015;06/11/2014;9:05:41
3200014015;06/11/2014;9:05:41
3200014015;06/11/2014;9:05:41
3200014015;06/11/2014;9:05:41
3200014015;06/11/2014;9:05:41
3200014015;06/11/2014;9:05:41
3200014846;15/12/2015;9:05:44
3200009368;14/08/2015;9:05:45
3200009368;14/08/2015;9:05:45
3200005833;22/05/2014;9:05:46
3200006332;26/05/2014;9:05:49
3200007082;22/06/2015;9:05:49
3200012270;22/10/2015;9:05:52
3200012270;22/10/2015;9:05:52
3200012270;22/10/2015;9:05:52
3200012270;22/10/2015;9:05:52
3200012270;22/10/2015;9:05:52
3200012270;22/10/2015;9:05:52
3200012270;22/10/2015;9:05:52
3200012270;22/10/2015;9:05:52
3200012270;22/10/2015;9:05:52
3200012270;22/10/2015;9:05:52
3200012270;22/10/2015;9:05:52
3200012270;22/10/2015;9:05:52
3200012270;22/10/2015;9:05:52
3200012270;22/10/2015;9:05:52
3200012270;22/10/2015;9:05:52
3200012270;22/10/2015;9:05:52
3200012270;22/10/2015;9:05:52
3200012270;22/10/2015;9:05:52
3200012270;22/10/2015;9:05:52
3200012270;22/10/2015;9:05:52
3200012270;22/10/2015;9:05:52
3200009976;28/08/2015;9:05:53
3200003492;27/03/2015;9:05:54
3200004455;20/04/2015;9:05:54
3200004455;20/04/2015;9:05:54
3200004455;20/04/2015;9:05:54
3200004455;20/04/2015;9:05:54
3200004455;20/04/2015;9:05:54
3200004455;20/04/2015;9:05:54
3200004455;20/04/2015;9:05:54
3200004455;20/04/2015;9:05:54
3200006652;12/06/2015;9:05:54
3200006652;12/06/2015;9:05:54
3200006652;12/06/2015;9:05:54
3200006652;12/06/2015;9:05:54
3200006652;12/06/2015;9:05:54
3200007291;09/06/2014;9:05:59
3200003211;27/03/2014;9:05:59
3200007291;09/06/2014;9:05:59
3200014319;07/12/2015;9:06:00
3200014319;07/12/2015;9:06:00
3200014319;07/12/2015;9:06:00
3200009483;18/08/2015;9:06:01
3200009483;18/08/2015;9:06:01
3200009483;18/08/2015;9:06:01
3200009483;18/08/2015;9:06:01
3200009483;18/08/2015;9:06:01
3200009483;18/08/2015;9:06:01
3200009483;18/08/2015;9:06:01
3200009483;18/08/2015;9:06:01
3200009483;18/08/2015;9:06:01
3200000181;10/01/2014;9:06:02
3200000181;10/01/2014;9:06:02
3200000181;10/01/2014;9:06:02
3200000181;10/01/2014;9:06:02
3200000181;10/01/2014;9:06:02
3200001776;23/02/2015;9:06:06
3200001776;23/02/2015;9:06:06
3200001776;23/02/2015;9:06:06
3200001776;23/02/2015;9:06:06
3200001776;23/02/2015;9:06:06
3200001776;23/02/2015;9:06:06
3200001776;23/02/2015;9:06:06
3200001776;23/02/2015;9:06:06
3200001776;23/02/2015;9:06:06
3200012120;20/10/2015;9:06:06
3200012120;20/10/2015;9:06:06
3200012120;20/10/2015;9:06:06
3200012120;20/10/2015;9:06:06
3200012120;20/10/2015;9:06:06
3200012120;20/10/2015;9:06:06
3200012120;20/10/2015;9:06:06
3200012120;20/10/2015;9:06:06
3200012120;20/10/2015;9:06:06
3200012120;20/10/2015;9:06:06
3200012120;20/10/2015;9:06:06
3200012120;20/10/2015;9:06:06
3200012120;20/10/2015;9:06:06
3200012120;20/10/2015;9:06:06
3200012120;20/10/2015;9:06:06
3200012120;20/10/2015;9:06:06
3200012120;20/10/2015;9:06:06
3200012120;20/10/2015;9:06:06
3200012120;20/10/2015;9:06:06
3200012120;20/10/2015;9:06:06
3200012120;20/10/2015;9:06:06
3200012120;20/10/2015;9:06:06
3200002722;13/03/2015;9:06:09
3200002722;13/03/2015;9:06:09
3200002722;13/03/2015;9:06:09
3200005490;20/05/2014;9:06:25
3200005490;20/05/2014;9:06:25
3200014016;06/11/2014;9:06:25
3200007292;09/06/2014;9:06:26
3200007292;09/06/2014;9:06:26
3200006127;23/05/2014;9:06:27
3000035882;29/07/2015;9:06:29
3200004335;22/04/2014;9:06:32
3200004335;22/04/2014;9:06:32
3200004335;22/04/2014;9:06:32
3200004335;22/04/2014;9:06:32
3200004335;22/04/2014;9:06:32
3200004335;22/04/2014;9:06:32
3200006641;28/05/2014;9:06:33
3200006641;28/05/2014;9:06:33
3200000182;10/01/2014;9:06:34
3200009817;04/08/2014;9:06:34
